Num,target,statement
72,Neutral,"Mr. Sisodia was in agreement with their [traders] demands and assured them that he would bring up their concerns at the next meeting of the GST council on December 22 and 23, where the issue of jurisdiction will be discussed, said Mr. Goyal."
73,Neutral,"Badungar said, The Union government has not responded to our first letter yet."
74,Anti,"Nangia and Co Director-Indirect Taxation Rajat Mohan said return filing under GST regime would necessitate much more data in terms of invoices, debit notes and credit notes that would be matched online""."
75,Anti,"After witnessing this extension of due date for filing service tax return, my concern is the government system might not be fully geared up for such large pool of tax payers and in terms of data requirement in returns,"" Mohan said."
76,Anti,"Nangia & Co Director (Indirect Taxation) Rajat Mohan said currently taxes on services are levied by the central government at a general rate of 15 per cent""."
77,Neutral,"refund in case of export of taxable goods or services without payment of tax under bond or letter of undertaking, shall be granted on the basis of a prescribed formula,"" said Mohan."
78,Neutral,"AMRG & Associates Partner Rajat Mohan said 'Duty-free' shops enjoy a tax neutral status globally as a matter of International understanding""."
79,Neutral,"The GST policy wing is planning to come out with a circular clarifying on the zero-rating status of such Duty Free shops and circular may also outlay a detailed procedure of claiming refund of the taxes so paid,"" Mohan said."
80,Neutral,"The bills very clearly specify that GST would be charged on any lease of land or letting out of the building or construction of a complex, building, civil structure or a part thereof, where whole or any part of consideration has been received before issuance of completion certificate or its first occupation,"" Nangia & Co Director Rajat Mohan said."
81,Neutral,"Rajat Mohan, Director at tax consultant Nangia & Co, said: ""GST is the biggest change that our country would see in last 50 years."
82,Neutral,"I am ecstatic that there would be no levy of GST on services rendered by Government, Reserve Bank of India, public conveniences, educational institution, services relating to agriculture, transmission or distribution of electricity, renting of residential dwelling for use as a residence, burial, healthcare, specified schemes of general insurance etc, Mohan said."
83,Neutral,"Nangia & Co Director Rajat Mohan said, ""Government is working enthusiastically and is moving with lightening speed in hitting bull's eye for April, 2017""."
84,Anti,"AMRG & Associates Partner Rajat Mohan said charging 28 percent on e-rickshaw tyres ""seems to be unfair treatment, as they have put a poor man's livelihood in the category of demerit items like digital cameras, motor vehicles, pan masala, tobacco, cigar, lottery, betting, gambling, or horse racing in race club""."
85,Neutral,"Initially, 229 broad categories were notified to be taxed at 28 percent, today we have only 51 items, one of which still remains is e-rickshaw tyres, Mohan said."
86,Neutral,"Because the Centre wants to create a pool for compensation, the cess rate will likely come to between 1-2 per cent,"" Nangia & Co Director Rajat Mohan said."
87,Neutral,"Our argument is that the exemptions given in VAT be continued in the GST regime also, said Finance Minister Yanamala Ramakrishnudu."
88,Neutral,Mr. Ramakrishnudu said that the issue would be raised at the GST Council meeting.
89,Anti,"Mr. Ramakrishnudu said that Andhra Pradesh did not endorse the view that only the Central Government officials can administer the service tax assessees and that it was a matter of doubt how the Central Excise Department officials, who have experience only in matters related to excise duty within the factory premises and do not have any exposure to sales tax matters, could administer the goods component of the Central Goods and Services Act and Integrated Goods and Services Act."
90,Neutral,Finance Minister Y. Ramakrishnudu on Saturday said he would raise the issue of granting exemption to the Tirumala Tirupati Devasthanams (TTD) under the proposed Goods and Services Tax (GST) at the GST Council meeting in New Delhi on Sunday.
91,Neutral,"Addressing the media, Mr. Ramakrishnudu said the TTD, being a premier religious institution, had been granted immunity under VAT, which was under the purview of the State government."
92,Neutral,"Mr. Ramakrishnudu said he would take to the notice of Union Finance Minister Arun Jaitley, who is also Chairman of the GST Council, the representations he received from various institutions, including the TTD, seeking exemption under the GST."
93,Neutral,Finance Minister Yanamala Ramakrishnaudu on Saturday said the State government was sparing no efforts in seeking total exemption to the TTD from the GST registration.
94,Pro,"Mr. Ramakrishnudu, in the letter, said there was a reduction in effective rates of tax on several goods under the GST."
95,Pro,"Finance Minister Yanamala Ramakrishnudu on Saturday said the Central and State governments gave up their exclusive rights under the federal structure to impose taxes on various commodities, to pave the way for the Goods and Services Tax (GST), a structure that helped several countries achieve higher growth rates."
96,Neutral,"Addressing a seminar on Compliance procedures under GST organised by the Federation of Andhra Pradesh and Telangana Chambers of Commerce and Industry (FTAPCCI) here, Mr. Ramakrishnudu said GST had not yet been fixed for 10 commodities."
97,Neutral,"Addressing a press conference at the Secretariat on Friday, Mr. Ramakrishnudu said the Central government would compensate for the loss incurred by the States due to the rolling out of the GST."
98,Neutral,"Mr. Ramakrishnudu said there was a reduction in effective rates on several goods under the GST, but there was no corresponding fall in the prices of goods."
99,Pro,"Introducing the AP State Goods and Services Bill 2017, Finance Minister Yanamala Ramakrishnudu said the proposed legislation, introduced on the instructions of the GST Council which circulated a draft of the State GST, would confer powers on the State government to levy goods and services tax on the supply of goods and services or both which take place within the State."
100,Anti,"Later, addressing a press conference, Mr. Ramakrishnudu said that the State government would get adequate time for planning and preparing its budget."
101,Anti,"Finance Minister Yanamala Ramakrishnudu giving a reply to a question raised by YSR Congress MLA Buggana Rajendranath Reddy, who was not present in the House (YSRC MLAs have been boycotting the Assembly demanding action against the YSRC MLAs, who defected to TDP), said that the Centres approach towards the States was against the spirit of cooperative federalism."
