Entity	Source	By-Statement
Gandhi	TOI	Ipr attorney PERSON , who has obtained the maximum number of GI tags in the country , said PERSON samba rice could be cultivated throughout the year in the paddy growing tracks of the state since the grains could withstand intermittent drought even at its critical stages of growth .
Gandhi	TOI	New Delhi : with newly formed Congress governments in MP and PERSON clearing farm loan waivers , party chief PERSON said the opposition will not let PM Narendra Modi sleep at night till he announces agriculture loan amnesty nationally .
Gandhi	TOI	Market watchers claim many farmers had stopped repaying loans soon after Aicc president PERSON announced plans to waive farm loans up to RS 2 lakh in 10 days after coming to power in Madhya Pradesh .
Gandhi	TOI	Addressing the agitators , Congress chief PERSON said , farmers are not asking for a reward or free gift , but only their rightful due .
Gandhi	TOI	Asked about the budget being hailed as a surgical strike , PERSON said , surgical strikes will happen on Mr PERSON one after the other over the next two months on issues such as Rafale , jobs and Demonetisation .
Gandhi	TOI	PERSON said , apart from fabrics import , manufacturers of fabrics are comfortable with GST rates of 5 and 12 on MMF yarn and that any increase by the government in GST rates will lead to inflation of fabric prices and the whole value chain will be disrupted .
Gandhi	TOI	Whatever time is left , Modiji talks about himself , as he has run out of the issues to talk about , said PERSON , asking the PM to devote two minutes for farmers and people of Gujarat .
Gandhi	TOI	You just count for 10 days our government will come up with policy to waive farmer debt , said PERSON .
Gandhi	TOI	Addressing the traders , PERSON said , PERSON has enforced 'PERSON tax ' ( GST ) , which has 'Destroyed ' your business .
Gandhi	TOI	They had to tell us that due to steps such as GST , their earnings have got halved in the recent time , said PERSON , terming the initiative as PERSON tax , appealing voters to remember how they were made to stand in queue ( during Demonetization ) while casting their vote .
Gandhi	TOI	PERSON had earlier said he will not let prime minister PERSON sleep until all farmer loans have been waived off .
Gandhi	TOI	Federation of Indian art silk weaving industry ( Fiaswi ) chairman PERSON said , the industry is getting assurances since the day GST was rolled out .
Gandhi	TOI	We have committed that in 2019 , we will have a government that will make up for all the crimes that Narendra Modi has done against farmers in five years , PERSON said .
Gandhi	TOI	At a farmers rally in PERSON on Monday , PERSON had said that if Congress comes to power at the centre , its government will guarantee a minimum income for every individual in the country .
Gandhi	TOI	Continuing the attack on Congress at another rally , Raje said , PERSON says that we have not waived off loans of any farmer , but in reality we have done so for 30 lakh farmers for UpTo RS 50K .
Gandhi	TOI	This story is from December 12 , 2018Picture used for representational purpose Onlydownload the times of India news app for latest Citybhopal : a year after the incident of firing in Mandsaur leading to death of six farmers , the Congress president PERSON in June this year announced that the farmers loan would be waived within 10 days if his party comes to power in Madhya Pradesh .
Gautam Kothari	TOI	The Sangathan president PERSON said , industries are already suffering due to GST and poor global market .
Gautham	TOI	Those without Aadhar numbers will be given an opportunity to enrol for a UID number , PERSON said .
Gautham	TOI	Those without Aadhar numbers will be given an opportunity to enrol for a UID number , PERSON said .
Ghanshyam Thori	HT	Bathinda deputy commissioner Ghanshyamthori , who convened a meeting of senior officials of departments concerned , said Whitefly-Friendly weed would be destroyed under technical guidance from the Agriculture Department before March 11 .
Ghanshyam Thori	TOI	Barnala deputy commissioner Ghanshyamthori said suicide of 27 farmers and farm labourers , because of debt have been approved as per direction of the Department of revenue , rehabilitation and disaster management .
Hamid Ansari	NIE	, chairman PERSON asked the members to resume the debate on Demonetisation But opposition members raised slogans , which were countered by some members from the Treasury benches .
Hamid Ansari	IE	The union budget 2017-18 and the working of the ministry of railways and GST bills were discussed at length , chairman PERSON said in his valedictory remarks before adjourning the house sine die .
Hamid Ansari	DecH	This house regrets that the presidents address does not mention the failure of the government to curb high-level corruption and to bring back black money , PERSON chairman PERSON said incorporating the Opposition-Backed change in the motion of thanks .
Harsh Vardhan	DecH	Interacting with party workers during his visit to PERSON , on Sunday , Dr PERSON said , the centre was PERSON and was concerned about chalking out plans for the overall development of the country .
Jain	TOI	Therefore , excise duty collection this quarter may fall unless the government provides higher percentage of deemed credit ( currently proposed at 40 per cent of Cgst ) , PERSON said .
Jain	TOI	Often , there would be unannounced power cuts too , said PERSON , a farmer , who participated in the protest .
Jain	TOI	PERSON said there would be a distance of 400 meters between two water ATMs which could be adjusted according to the convenience of people .
Jain	IE	S K Jain , immediate past president of the Mahratta Chamber of commerce industries and agriculture ( Mccia ) , said it would be in Indias favour if the UK remained with the EU .
Jain	IE	The bank is fully geared to meet all the financial requirements of its retail as well as corporate customers with its nation-wide Net-Work of branches and ATMs , said PERSON .
Jain	IE	Capital values that are already reduced in selected locations within markets such as Delhi-Ncr , Bengaluru and Mumbai , will continue to remain under pressure in the coming quarter as the markets readjust in the post Rera and GST regime , PERSON said .
Jain	IE	PERSON , PERSON , PERSON , Pune , said contract farming is paving way for the government to pull out of its traditional role and give way to Corporatisation of agriculture .
Jain	HT	The government should Regularise ATMs so that banks are made to store maximum cash in the machines , PERSON said .
Jain	HT	Pwc leader ( indirect tax ) PERSON said the arrest provisions as per the revised model GST law may lead to undue harassment for traders .
Jain	HT	To start with , there should be lighter penal provision for offences for at least two years as GST is a new tax regime and traders would need time to understand the law , PERSON said .
